"gene","avg_log2FC","p_val_adj"
"LINC00314",4.44088303989831,0
"TSHZ2",3.87937198650513,0
"ENSG00000300827",3.7396777749271,2.74940809249435e-179
"ENSG00000302248",3.70333308479067,0
"SCTR",3.68194163203353,2.61332614175893e-185
"ENSG00000271774",3.6488759582947,2.44235177858499e-161
"EXPH5",3.59604205261293,3.61889005556346e-259
"HTR2C",3.31149830414426,0
"ENSG00000302347",3.29429660918864,1.14410359413116e-199
"ADAMTS1",3.27702208857295,4.27030613721174e-116
"KMO",3.2531465993697,0
"ENSG00000296323",3.23476451135686,4.25671154308261e-111
"MIR4300HG",3.09002757015941,0
"ENSG00000288021",3.04702393834679,0
"ENSG00000297691",3.02270597137252,0
"ENSG00000228162",2.98443452748129,3.40776074597849e-99
"RYR3",2.86262456432077,0
"SYNAGE",2.61684750922779,6.65454391034949e-82
"LHFPL6",2.6089768768561,1.04000416955957e-304
"ADGRL4",2.59408409541322,2.96377678448324e-104
"CPVL-AS2",2.57262404275254,9.60583611240281e-114
"IL12B-AS1",2.55869276132862,1.21627457294201e-233
"SHISA8",2.53113768474406,0
"FLT1",2.53066870479614,7.03794458168929e-109
"NRP1",2.47412874570718,2.68337388519345e-159
"TBL1X",2.46499199872649,5.85019160103839e-187
"CMYA5",2.44371502687985,1.288914932102e-138
"RGS16",2.42876741309227,2.37337887274521e-124
"ZBTB20",2.40937995387706,0
"IGFBP5",2.3770846685274,1.20976828746518e-234
"ITGA8",2.35762952220152,0
"IL12RB2",2.3550368894091,5.12365623568203e-241
"ENSG00000296968",2.33344929726881,3.33799421102456e-105
"XACT",2.30963283433323,8.60017936927547e-91
"KCNJ2",2.30148376847578,3.11782269557954e-148
"TAC3",2.29098712492607,3.88326738331524e-220
"SLC5A8",2.23032442329169,7.83661195994115e-160
"CPNE9",2.2208541424624,5.43926621295538e-130
"DSEL-AS1",2.22009845669864,2.38756020535212e-67
"MCTP2",2.19452104991668,1.62212491088264e-116
"SYT2",2.17117112661666,8.50418928435888e-114
"FBN3",2.15605845668051,3.35117090258932e-66
"SNTG2",2.13077747264106,4.71686172167829e-84
"LINC01931",2.12166290801143,1.49805231316428e-161
"PXDN",2.10711919364543,1.02417033218216e-119
"PLPP4",2.0965168896691,1.06670073023804e-126
"SLC22A3",2.08873806601133,2.77092096545324e-248
"ENSG00000225096",2.08812510748874,2.86423698710009e-309
"LINC00951",2.08301096625423,9.34276902368305e-144
"ALS2CL",2.04689541808066,7.22863791991848e-58
"ENSG00000227579",2.0433466743278,3.42622919413804e-206
"LINC02488",2.04244616225598,1.83311857916598e-280
"ARHGEF26",2.04125549506992,1.66448221871772e-76
"LINC01630",2.03765759624575,1.4186553508836e-142
"LINC02930",2.03385284406767,1.07191226009013e-92
"LAMC3",2.0247386950758,1.54397566583191e-76
"FIGN",2.01550919609219,0
"KCNIP4",2.01179259556622,0
"TMEM163",1.9957878929439,1.09589382732461e-115
"HTR1E",1.99336368677759,0
"ARAP2",1.98202537455517,4.89489030543212e-293
"CTSV",1.94832434306824,6.4329644131806e-271
"EMID1",1.94737635055289,3.9710983930321e-70
"SEZ6",1.8988464273729,6.64677496261568e-230
"ENSG00000237844",1.88310126912249,4.64322857818848e-128
"EFEMP1",1.88197531545971,4.39057186531521e-55
"COL9A1",1.87397906645369,1.09032456574079e-50
"LCNL1",1.8635192461589,3.22859270057154e-106
"MAPK4",1.84427170997906,1.05402014256434e-282
"LINC01013",1.84246852507154,1.48060086201989e-252
"DPF3",1.83885182536788,2.52050730549131e-189
"ARHGAP24",1.82785763829022,1.7621713243965e-138
"ENSG00000288696",1.82454562797178,2.039714913258e-77
"ENSG00000228655",1.81731878491545,3.07972913448888e-45
"ENSG00000299201",1.77676370853071,6.47501610526548e-58
"CHD7",1.76709552487127,2.64382611897855e-139
"MIR222HG",1.76585954101295,5.33541430740234e-92
"ENSG00000295690",1.76285773374436,8.49719234703065e-59
"RIT2",1.7407081171735,3.08731384204072e-136
"PROX1-AS1",1.73765678190157,4.99074881136932e-199
"ASIC4",1.73031936729397,1.69664535466493e-125
"ENSG00000293636",1.72028787890844,4.47956715643895e-78
"NPR3",1.71839337397492,2.25862409848103e-88
"ARHGEF26-AS1",1.7129082050934,9.50825787625444e-150
"IL6R",1.71028731724029,5.30827002108131e-34
"ARHGAP15-AS1",1.69107618293908,1.89888455844441e-87
"GRM7",1.68763028866319,0
"JCAD",1.68442321909775,2.51982122618594e-69
"DIRC3",1.67151733399768,7.55351071363729e-152
"VGF",1.66658849318148,2.23903604466819e-44
"ENSG00000293189",1.66409589596306,5.19328672326321e-41
"LINC00923",1.66323495293224,7.90240950077155e-108
"L3MBTL4",1.66266334176283,0
"KCNT2",1.66081449535152,0
"SEMA5A",1.65813993014931,1.44300946238575e-157
"VWDE",1.64196174701621,4.39165069788846e-63
"PREX1",1.64003690496717,8.2617187710665e-64
"HAP1",1.63607844407146,6.39927063701942e-46
"SLC10A4",1.63473273322768,5.87465888557097e-32
"ENSG00000301924",1.63317826114571,2.22333155359849e-47
"LRFN2",1.6271456140943,8.99335866718877e-225
"C8orf34-AS1",1.61631414666511,1.74586938136936e-43
"RGS8",1.61238684025993,1.79313010732934e-75
"PDE9A",1.60870365503555,1.44248735317561e-71
"ARPP21",1.60863416678931,0
"SLC6A11",1.60080110342131,1.56991344915314e-114
"LINC01470",1.57411685837748,1.24308835076577e-50
"TESHL",1.56639326942536,1.11035404653176e-253
"TMEM132E",1.56594693676314,1.14249596564528e-44
"LINC02182",1.56525765101329,1.89538191427373e-73
"PARD3",1.56051865341502,0
"GALNT13",1.55677409507383,0
"RARB",1.54139701398047,8.61551796181587e-294
"DSEL",1.53411735608419,5.16929608750477e-87
"C16orf95",1.52560394361222,1.70882239782498e-41
"PRKAB1-AS1",1.50999643890427,4.94820703326826e-49
"ENOSF1",1.49946113513607,3.44193528375748e-40
"PTN",1.4890075608286,4.40051861896006e-60
"INHBA-AS1",1.48129605363431,2.95441578455627e-76
"ADAM33",1.48084540471256,4.37231469720043e-77
"FNDC3B",1.47994271755245,2.2064639947554e-97
"LINC00844",1.47722318796694,1.14902011452751e-44
"RERG",1.4695163821106,4.12230785226672e-252
"EBF4",1.46475058777118,1.30032154715019e-67
"IQGAP2",1.45870166486171,1.37755529031817e-64
"GPR149",1.45221350436431,9.33159116228453e-137
"HRH3",1.43650247035274,2.30028704618449e-163
"AK5",1.43340446406355,0
"VIP",1.43202303728093,8.19607164246515e-122
"COL21A1",1.42314302179846,1.98073558082561e-176
"LRRC3B",1.41951751206582,1.64817490857146e-163
"HYCC1",1.41397867734119,2.31434087551868e-26
"NR2E1",1.41339279735499,4.26434717149157e-49
"SEL1L3",1.40950741459934,7.34177249617265e-62
"PTHLH",1.40778856887834,1.07992186368574e-45
"ENSG00000226149",1.40774515249003,2.62603693179393e-77
"C8orf34",1.40708574218584,8.24986291286357e-313
"TRAF5",1.39952262667514,6.21016066108982e-43
"GALNT7-DT",1.39044530918028,1.02268110682827e-49
"ENSG00000259199",1.38810750729043,3.01708065056184e-74
"DSCAM",1.37892942604894,0
"SVEP1",1.3753896951671,4.6171843480386e-112
"SOX2-OT",1.37521572323381,1.60538905479838e-285
"CMTM8",1.37074582331963,6.73381035954204e-69
"PDE3A",1.36617557364556,1.58198008660069e-190
"PDE7B",1.35811403180628,6.51588562220465e-145
"FAT4",1.35697476220323,6.84395683514381e-102
"SLC24A4",1.35680799754876,9.66027052278796e-79
"MEGF11",1.35327472637855,6.64733219065344e-50
"CCDC184",1.35076355265329,8.48620989376103e-29
"ENSG00000300599",1.34827645813189,5.06175540431518e-31
"EPS8",1.34408031102428,1.68886394257405e-85
"ARHGAP28",1.34362869104996,1.70561226906774e-139
"STARD13",1.3397063610867,1.1287817325195e-205
"LAMA2",1.32951790153177,1.07970204693599e-38
"ENC1",1.32775036434625,1.40059795585764e-134
"CCNG2",1.32323654362517,2.51308995405523e-110
"CFAP20DC-DT",1.32284309257994,8.45785131849262e-21
"LINC02226",1.32113323549967,1.10095491476999e-24
"RHBDL3",1.31910127501194,2.73465048076606e-21
"TMOD1",1.31909553844419,1.29052668187058e-93
"CNTN6",1.31243327913304,1.04177577965942e-105
